grad_norm,loss,loss_q0,loss_q1,loss_q2,loss_q3,mse,mse_q0,mse_q1,mse_q2,mse_q3,nll,nll_q0,nll_q1,nll_q2,nll_q3,samples,step,eval_loss,eval_loss_q0,eval_loss_q1,eval_loss_q2,eval_loss_q3,eval_mse,eval_mse_q0,eval_mse_q1,eval_mse_q2,eval_mse_q3,eval_nll,eval_nll_q0,eval_nll_q1,eval_nll_q2,eval_nll_q3
17.049379328994178,6.095889285206795,6.0014424957111085,6.100901839964288,6.225323645471301,6.062510577948005,0.9316009003669022,0.898270758096584,0.9295544430556862,0.9440008487020224,0.9533027476734588,17.23029327392578,13.673491387889747,16.270880880917893,18.411892802078548,20.39470485051469,2048,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,6.1596363335847855,6.040104341747782,6.180294507955993,6.160108149529459,6.251073730786642,0.9075051471590996,0.8743874248832162,0.9055886554808158,0.9179489303208545,0.9307349572862897,26.17360252141953,21.82763077755173,25.874491747475748,27.552539175641332,29.261975900559154
17.028095810672013,5.249432890142368,5.248116472385667,5.250362183026597,5.248265128465573,5.251453610442208,0.31163908647184096,0.3070424272790443,0.31200975209090387,0.312127369607996,0.31541824667204854,26.484284830093273,23.777298606221077,26.656028974031443,27.383001468936765,28.131317090569656,1026048,500,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,4.7919909209012985,4.76680948359286,4.589580754803401,4.916084919565792,4.892897624408743,0.02799801650689915,0.026730351283081915,0.02773735148681172,0.028166574612259868,0.029191398076860213,9.993145316839215,9.229346466854249,10.028111331711402,10.186264132480241,10.453063123316054
16.2834137456999,4.45915829729192,4.459197299059135,4.4576160839498415,4.459636250967025,4.460586012601744,0.022841099443662628,0.02139522426225602,0.022455008792391144,0.0231125256727684,0.024405980983657986,9.217605742676579,8.319251814647869,9.179316596502934,9.503430116767293,9.870180313623953,2050048,1000,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,4.287049524486062,4.598985114978741,4.160365058006491,4.331925562178296,4.069110356365132,0.021855551050975926,0.020187573478918332,0.021420966381001785,0.021994702254634787,0.023723325396115477,8.697878569364548,7.771927464738176,8.584958176913233,8.888633801249524,9.490933761116139
16.246275105877153,3.973437620945485,3.9726421321490695,3.9736933643734016,3.973416767826889,3.9743402810289377,0.021464787124473323,0.019934744011742497,0.021074718346761032,0.021798207279867032,0.02304527304485005,8.47416527516189,7.485363378200659,8.37455940580341,8.791553027658155,9.241213536100332,3074048,1500,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,3.6842409446835505,3.7293078811831837,3.7335361702914662,3.62255511501342,3.6490561326311246,0.021387275599408888,0.01960046943794521,0.02077742190691937,0.02183173249205015,0.023207597476472205,8.339511036872862,7.16915070301011,8.179301199665938,8.754586160692382,9.202710587269557
16.232789089427904,3.5072874281124244,3.5070872051490167,3.5072374384393146,3.5071936682483797,3.5079368260531965,0.020981971409428552,0.019312532827502758,0.020621509112487224,0.02136935009198269,0.02263339566822608,7.774622391073236,6.719256147879823,7.636998566637682,8.112757676236997,8.635190705217994,4098048,2000,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,3.2912051081657405,3.237720050091985,3.331153867946765,3.3351954082493656,3.2659992422509667,0.020973573322407898,0.019462265302998993,0.020363872008609396,0.021401364688494663,0.02252990366745665,7.540884420275688,6.468717317135013,7.301801742475066,7.948612683282827,8.380304329624623
