<PAD>	1000000000
<UNK>	1000000000
<S>	1000000000
</S>	1000000000
the	10705
and	8647
of	6157
to	5913
a	2547
in	2161
he	2123
was	2111
his	2079
Cao	1664
him	1371
is	1314
that	1298
with	1252
for	1139
you	1136
had	1068
I	1059
as	985
The	969
they	947
be	909
He	891
Liu	889
not	875
but	875
were	863
have	820
Yuan	771
at	754
this	735
them	733
will	726
on	720
Zhang	705
are	703
men	703
their	678
sent	662
from	651
it	608
In	606
all	588
said	534
by	502
people	493
no	485
an	480
would	468
month	466
there	458
Sun	447
your	438
Yu	425
time	409
When	409
so	409
who	407
can	396
province	385
has	378
been	369
If	367
should	365
then	350
emperor	348
out	325
we	325
came	322
one	321
thousand	320
army	320
Xu	316
attack	316
Dong	315
more	315
made	313
went	310
You	310
day	307
Li	305
Shao	303
or	301
my	287
Yang	286
Han	275
Bei	271
back	270
General	269
up	267
became	265
take	263
empire	261
man	257
against	251
than	250
great	250
however	250
troops	250
when	248
only	244
now	240
do	240
Wang	232
They	232
appointed	229
took	229
commandery	227
Then	227
good	227
Chen	226
Ji	225
if	224
make	223
Administrator	222
could	217
go	215
Yan	214
about	212
Zhuo	209
soldiers	208
others	205
into	204
killed	202
Zhao	200
other	197
over	195
Lu	195
Liang	195
Quan	194
replied	193
away	193
me	186
Shu	185
Lü	185
Fan	182
Xun	182
come	182
may	181
city	181
some	180
Fu	179
defeated	179
Guo	176
attacked	174
first	173
himself	170
Now	170
imperial	168
Guan	166
brought	165
did	164
own	164
Wu	164
also	159
Bu	159
while	158
So	157
asked	156
our	156
As	155
still	153
left	153
officers	153
Excellency	152
office	152
Zhou	149
set	149
Yi	148
officials	147
heard	146
camp	146
like	144
hundred	142
those	141
Minister	140
son	140
died	139
It	139
Yellow	139
This	139
another	139
state	137
held	137
several	137
how	137
Grand	137
ten	136
Commandant	136
Wei	135
way	134
Biao	131
Huang	131
family	129
command	129
Jing	128
Who	127
All	126
led	125
gave	125
hold	125
two	125
what	124
Cheng	124
upon	123
court	123
enemy	123
too	123
any	122
both	122
On	122
three	122
Gongsun	121
King	121
former	121
At	119
