<PAD>	1000000000
<UNK>	1000000000
<S>	1000000000
</S>	1000000000
的	5379
不	1876
人	1593
他	1432
说	1296
为	1078
在	1051
是	1008
曹操	973
我	954
都	853
有	776
和	734
能	685
了	673
就	628
与	621
而	612
等	582
一	581
到	567
被	560
他们	530
将	520
对	510
又	474
于是	446
去	407
没有	407
将军	403
向	403
袁绍	394
这	392
把	388
要	374
也	359
会	358
刘备	357
郡	350
中	350
自己	340
以	336
派	330
军	329
朝廷	323
上	319
之	317
后	315
任命	310
太守	307
个	304
来	302
天下	302
您	292
时	289
你	282
孙权	263
董卓	258
用	253
但	236
并	231
百姓	230
三	228
再	228
还	228
大	220
进攻	220
可以	218
年	216
如果	215
让	215
很	209
吕布	209
所	207
便	206
余	206
各	202
军队	200
却	200
才	198
如今	198
李	195
已	193
着	193
地	190
使	189
给	183
从	180
我们	179
多	179
皇帝	178
想	171
应该	170
袁术	169
们	169
灵帝	167
杀死	166
刺史	166
月	165
率领	162
认为	158
只	158
现在	155
桓帝	153
孙策	153
全	153
州	148
曹	146
两	146
率军	145
洛阳	144
儿子	142
陛下	141
命令	141
刘表	140
这样	140
关羽	139
将领	138
所以	137
则	133
校尉	133
部下	133
死	133
担任	132
献帝	132
知道	132
未	131
十	130
袁	130
请求	129
讨伐	129
国家	126
天	122
吗	121
太尉	119
次	119
因此	119
公	118
日	118
打算	118
宦官	117
数	116
家	116
得	116
进行	116
荆州	116
因	116
公孙瓒	112
什么	112
上书	111
大军	111
无	110
全部	110
下	110
官员	109
杀	108
当时	108
先	107
下诏	106
过	105
可	105
种	103
一定	103
投降	102
正	101
听说	100
派遣	99
得到	98
于	98
敢	98
已经	98
封	97
虽然	97
此	97
地区	96
因为	95
怎么	95
刘璋	94
作为	93
做	93
尚书	93
作	92
骑兵	92
刘	92
部	92
诛杀	91
发生	91
推荐	91
五	90
王	90
兵	88
受到	88
事	88
肯	88
天子	86
县	86
呢	85
亲自	84
只有	84
里	84
使者	83
如	83
部队	83
你们	83
命	83
南	82
太后	81
段	81
到达	80
回答	80
接受	80
官吏	80
士兵	79
以及	79
